CustomerID,Name,DOB,Gender,Country,Segment,CustomerSince
CUST0128,Customer Name 128,1970-05-26,Other,Germany,Retail,2015-08-23
CUST0129,Customer Name 129,2002-09-12,M,Germany,Retail,2024-01-30
CUST0130,Customer Name 130,1970-11-20,F,Singapore,Youth,2018-05-24
CUST0131,Customer Name 131,1988-09-22,M,Australia,VIP,2021-05-07
CUST0132,Customer Name 132,2000-08-01,M,Germany,Retail,2015-03-29
CUST0133,Customer Name 133,1964-04-27,Other,Singapore,SME,2020-06-25
CUST0134,Customer Name 134,1986-03-08,Other,Australia,Youth,2024-01-13
CUST0135,Customer Name 135,1985-12-20,F,UK,Corporate,2018-03-30
CUST0136,Customer Name 136,2000-07-19,M,Canada,Youth,2015-04-22
CUST0137,Customer Name 137,1991-11-07,F,UK,Corporate,2015-01-26
CUST0138,Customer Name 138,1996-01-03,M,Singapore,Youth,2025-08-30
CUST0139,Customer Name 139,1977-02-08,Other,Canada,VIP,2019-03-27
CUST0140,Customer Name 140,1997-08-24,F,Singapore,VIP,2018-11-06
CUST0141,Customer Name 141,1960-10-12,M,UK,VIP,2020-11-09
CUST0142,Customer Name 142,1967-10-18,Other,France,VIP,2020-04-23
CUST0143,Customer Name 143,1996-07-16,M,France,SME,2017-03-12
CUST0144,Customer Name 144,1978-02-26,F,UK,SME,2016-09-30
CUST0145,Customer Name 145,2003-08-14,Other,Germany,Corporate,2021-07-11
CUST0146,Customer Name 146,1983-02-24,M,Germany,SME,2023-07-25
CUST0147,Customer Name 147,1967-08-04,M,Canada,Youth,2025-01-05
CUST0148,Customer Name 148,1979-12-21,F,Canada,VIP,2020-03-17
CUST0149,Customer Name 149,1989-08-02,F,France,Retail,2017-11-03
CUST0150,Customer Name 150,1970-10-06,F,Australia,Retail,2016-02-10
CUST0151,Customer Name 151,1990-11-16,Other,UK,Retail,2015-10-12
CUST0152,Customer Name 152,1960-03-21,Other,Australia,Youth,2020-01-27
CUST0153,Customer Name 153,1977-12-03,F,Canada,Retail,2019-12-13
CUST0154,Customer Name 154,1994-01-24,Other,Australia,Retail,2022-10-04
CUST0155,Customer Name 155,1972-02-27,M,Singapore,Corporate,2023-11-07
CUST0156,Customer Name 156,1994-07-19,F,USA,Youth,2025-02-22
CUST0157,Customer Name 157,1967-03-29,Other,France,Youth,2023-12-01
CUST0158,Customer Name 158,2002-07-20,Other,France,Retail,2020-09-30
CUST0159,Customer Name 159,1980-04-22,F,Singapore,Youth,2022-05-18
CUST0160,Customer Name 160,2003-06-25,F,Canada,Corporate,2017-04-11
CUST0161,Customer Name 161,1994-07-19,Other,UK,Corporate,2020-10-30
CUST0162,Customer Name 162,2001-06-10,Other,UK,VIP,2023-05-04
CUST0163,Customer Name 163,1973-07-14,F,Germany,Corporate,2021-02-10
CUST0164,Customer Name 164,1970-05-26,Other,India,VIP,2018-03-16
CUST0165,Customer Name 165,1985-06-11,M,Singapore,Retail,2017-10-21
CUST0166,Customer Name 166,1970-12-29,Other,India,VIP,2021-11-11
CUST0167,Customer Name 167,1996-09-14,M,India,VIP,2015-04-29
CUST0168,Customer Name 168,1996-02-03,M,UK,Retail,2018-11-20
CUST0169,Customer Name 169,1960-01-15,Other,Canada,VIP,2018-10-25
CUST0170,Customer Name 170,2000-10-03,Other,France,Corporate,2017-03-26
CUST0171,Customer Name 171,1982-01-21,F,UK,Retail,2018-08-05
CUST0172,Customer Name 172,1993-04-01,M,Singapore,Youth,2015-05-17
CUST0173,Customer Name 173,1961-04-29,Other,Singapore,VIP,2025-01-12
CUST0174,Customer Name 174,1967-08-12,M,France,Corporate,2023-08-02
CUST0175,Customer Name 175,1984-09-12,F,Canada,Youth,2017-11-16
CUST0176,Customer Name 176,1980-12-04,M,Canada,Retail,2017-02-04
CUST0177,Customer Name 177,1976-04-17,Other,Canada,Retail,2021-03-27
CUST0178,Customer Name 178,1963-12-10,Other,India,Retail,2015-08-21
CUST0179,Customer Name 179,1976-05-22,M,USA,Corporate,2021-05-20
CUST0180,Customer Name 180,1998-08-10,F,UK,Youth,2025-11-22
CUST0181,Customer Name 181,1965-05-11,M,Canada,Retail,2019-05-09
CUST0182,Customer Name 182,1965-10-29,Other,Germany,Corporate,2024-02-05
CUST0183,Customer Name 183,1993-01-26,F,Canada,SME,2025-08-08
CUST0184,Customer Name 184,1964-09-16,M,Canada,Corporate,2015-10-29
CUST0185,Customer Name 185,1996-04-01,M,France,SME,2025-02-07
CUST0186,Customer Name 186,1968-07-22,F,Australia,Youth,2015-10-26
CUST0187,Customer Name 187,1968-09-26,M,France,Retail,2016-11-02
CUST0188,Customer Name 188,2004-11-23,F,Germany,Retail,2015-05-03
CUST0189,Customer Name 189,1992-05-05,F,UK,VIP,2015-10-27
CUST0190,Customer Name 190,1997-05-31,F,Germany,Retail,2016-12-20
CUST0191,Customer Name 191,1971-03-28,F,Australia,Youth,2022-02-02
CUST0192,Customer Name 192,1978-01-14,M,Germany,Corporate,2022-07-23
CUST0193,Customer Name 193,1995-11-28,M,Canada,Youth,2021-06-20
CUST0194,Customer Name 194,2001-04-11,Other,Germany,Retail,2017-02-06
CUST0195,Customer Name 195,1988-10-17,F,UK,Corporate,2024-04-23
CUST0196,Customer Name 196,1974-05-31,Other,Canada,Youth,2019-04-20
CUST0197,Customer Name 197,1996-09-12,Other,Canada,Retail,2023-01-26
CUST0198,Customer Name 198,1973-09-08,M,Canada,Retail,2017-08-09
CUST0199,Customer Name 199,1981-03-18,M,France,Retail,2018-06-30
CUST0200,Customer Name 200,1987-02-25,M,USA,VIP,2025-09-21
CUST0201,Customer Name 201,2005-09-15,M,USA,VIP,2015-02-27
CUST0202,Customer Name 202,2004-03-22,Other,UK,VIP,2020-02-15
CUST0203,Customer Name 203,1985-05-30,F,USA,Corporate,2022-02-28
CUST0204,Customer Name 204,1989-10-24,Other,Germany,Youth,2016-09-19
CUST0205,Customer Name 205,1995-03-22,Other,Australia,Corporate,2023-11-08
CUST0206,Customer Name 206,1990-09-21,M,India,Corporate,2019-08-05
CUST0207,Customer Name 207,1968-03-26,F,USA,Retail,2025-08-05
CUST0208,Customer Name 208,1976-11-13,Other,Singapore,SME,2025-04-21
CUST0209,Customer Name 209,1975-04-16,M,Germany,SME,2017-05-02
CUST0210,Customer Name 210,1964-05-10,M,Germany,Retail,2022-02-15
CUST0211,Customer Name 211,1983-01-03,F,Singapore,SME,2016-10-13
CUST0212,Customer Name 212,1961-06-06,Other,Australia,Corporate,2023-09-14
CUST0213,Customer Name 213,2000-01-13,F,India,Youth,2025-07-05
CUST0214,Customer Name 214,1997-09-10,F,Germany,VIP,2017-01-01
CUST0215,Customer Name 215,1975-08-29,F,Singapore,Corporate,2019-10-23
CUST0216,Customer Name 216,2000-01-16,Other,UK,Corporate,2016-12-09
CUST0217,Customer Name 217,1974-12-26,M,USA,Youth,2016-10-22
CUST0218,Customer Name 218,1960-06-27,F,Canada,SME,2023-06-20
CUST0219,Customer Name 219,1964-10-30,F,Singapore,Youth,2018-05-19
CUST0220,Customer Name 220,2002-12-12,Other,India,Corporate,2025-05-12
CUST0221,Customer Name 221,1964-01-03,Other,Singapore,Retail,2018-05-26
CUST0222,Customer Name 222,1975-07-31,M,Singapore,Retail,2019-06-23
CUST0223,Customer Name 223,1964-08-02,M,Australia,Corporate,2023-11-25
CUST0224,Customer Name 224,1962-02-19,F,France,Retail,2018-06-07
CUST0225,Customer Name 225,1982-06-26,F,Canada,SME,2021-02-02
CUST0226,Customer Name 226,1964-10-27,Other,France,Youth,2021-12-21
CUST0227,Customer Name 227,1994-12-27,F,France,VIP,2020-01-10
CUST0228,Customer Name 228,1976-03-12,Other,France,Youth,2017-09-23
CUST0229,Customer Name 229,1978-12-13,F,India,VIP,2015-09-02
CUST0230,Customer Name 230,2005-07-10,Other,Canada,Corporate,2024-04-29
CUST0231,Customer Name 231,1993-01-12,F,France,Corporate,2023-06-12
CUST0232,Customer Name 232,1974-07-30,F,UK,VIP,2018-07-14
CUST0233,Customer Name 233,1996-09-10,F,France,Retail,2023-03-06
CUST0234,Customer Name 234,1969-01-01,M,Australia,Corporate,2020-08-16
CUST0235,Customer Name 235,1998-11-10,F,Singapore,SME,2018-12-28
CUST0236,Customer Name 236,1999-03-18,F,UK,SME,2015-01-18
CUST0237,Customer Name 237,1992-03-01,M,Germany,SME,2015-03-21
CUST0238,Customer Name 238,1976-07-14,M,Singapore,SME,2016-07-07
CUST0239,Customer Name 239,1992-03-08,F,Australia,VIP,2016-11-17
CUST0240,Customer Name 240,1987-09-13,Other,Canada,Retail,2024-10-07
CUST0241,Customer Name 241,1972-12-15,F,UK,VIP,2023-05-29
CUST0242,Customer Name 242,1966-06-02,Other,USA,Corporate,2017-07-15
CUST0243,Customer Name 243,1966-08-06,F,Germany,SME,2016-07-13
CUST0244,Customer Name 244,2004-11-04,Other,India,SME,2023-09-15
CUST0245,Customer Name 245,1989-05-01,F,India,SME,2016-04-11
CUST0246,Customer Name 246,1984-02-10,M,Australia,Corporate,2016-09-21
CUST0247,Customer Name 247,1988-10-28,Other,Canada,Youth,2019-05-10
CUST0248,Customer Name 248,1987-12-23,F,France,VIP,2025-12-17
CUST0249,Customer Name 249,1991-10-12,F,France,Retail,2018-12-07
CUST0250,Customer Name 250,1963-09-08,M,Australia,Corporate,2022-10-09
CUST0251,Customer Name 251,2005-10-27,Other,Canada,Youth,2020-01-14
CUST0252,Customer Name 252,2004-06-19,Other,Singapore,Youth,2019-06-30
CUST0253,Customer Name 253,2003-12-21,Other,Singapore,Retail,2022-11-24
CUST0254,Customer Name 254,1966-09-12,M,Singapore,Corporate,2015-11-08
CUST0255,Customer Name 255,1964-02-15,Other,Germany,Youth,2016-09-12
CUST0256,Customer Name 256,1987-05-26,Other,Singapore,SME,2017-12-21
CUST0257,Customer Name 257,1983-02-02,F,USA,Retail,2015-09-03
CUST0258,Customer Name 258,1967-06-08,F,UK,SME,2019-12-11
CUST0259,Customer Name 259,1976-12-02,M,India,Retail,2021-02-16
CUST0260,Customer Name 260,1973-01-13,Other,Singapore,VIP,2020-04-27
CUST0261,Customer Name 261,1972-12-10,F,Australia,VIP,2022-04-01
CUST0262,Customer Name 262,1996-06-29,M,Australia,Corporate,2016-12-21
CUST0263,Customer Name 263,1990-07-12,Other,France,Youth,2016-08-13
CUST0264,Customer Name 264,1969-07-16,M,USA,SME,2015-10-13
CUST0265,Customer Name 265,1988-09-15,Other,USA,Youth,2015-03-02
CUST0266,Customer Name 266,1972-06-26,F,Germany,VIP,2017-05-09
CUST0267,Customer Name 267,1978-12-15,Other,Singapore,SME,2017-11-25
CUST0268,Customer Name 268,1991-06-25,Other,Singapore,Corporate,2020-08-04
CUST0269,Customer Name 269,1976-12-30,Other,Germany,Youth,2021-01-30
CUST0270,Customer Name 270,1965-02-16,Other,USA,Retail,2022-06-12
CUST0271,Customer Name 271,1990-02-26,M,UK,Retail,2025-07-30
CUST0272,Customer Name 272,1997-06-13,Other,India,SME,2019-07-26
CUST0273,Customer Name 273,1966-08-30,M,Canada,Retail,2016-07-31
CUST0274,Customer Name 274,1963-06-11,Other,Germany,Retail,2021-05-04
CUST0275,Customer Name 275,2004-05-18,Other,France,VIP,2020-10-30
CUST0276,Customer Name 276,1996-10-14,M,India,Corporate,2018-02-10
CUST0277,Customer Name 277,1961-01-01,F,France,Retail,2016-12-08
CUST0278,Customer Name 278,1966-05-07,F,USA,Retail,2021-10-26
CUST0279,Customer Name 279,1976-02-01,M,India,Youth,2021-10-23
CUST0280,Customer Name 280,1971-04-26,Other,USA,SME,2022-10-07
CUST0281,Customer Name 281,1987-08-28,F,Australia,VIP,2019-08-17
CUST0282,Customer Name 282,1993-01-17,Other,France,SME,2021-07-24
CUST0283,Customer Name 283,1992-10-03,M,Germany,Youth,2023-02-19
CUST0284,Customer Name 284,1974-07-18,M,UK,Youth,2022-03-05
CUST0285,Customer Name 285,1987-04-16,F,India,Youth,2017-11-02
CUST0286,Customer Name 286,1963-12-28,F,Singapore,Retail,2016-12-03
CUST0287,Customer Name 287,1971-03-16,Other,Germany,SME,2017-04-03
CUST0288,Customer Name 288,1985-10-15,F,UK,SME,2015-12-31
CUST0289,Customer Name 289,1960-02-23,M,Canada,SME,2017-09-17
CUST0290,Customer Name 290,1986-07-26,M,UK,Corporate,2016-10-06
CUST0291,Customer Name 291,1978-01-17,M,India,VIP,2022-01-29
CUST0292,Customer Name 292,1990-12-18,Other,France,Retail,2025-01-18
CUST0293,Customer Name 293,1979-05-30,F,France,VIP,2023-03-19
CUST0294,Customer Name 294,1988-10-13,Other,France,Retail,2024-09-05
CUST0295,Customer Name 295,1997-10-26,Other,Canada,SME,2022-06-15
CUST0296,Customer Name 296,2005-01-14,F,Australia,Corporate,2018-01-31
CUST0297,Customer Name 297,1993-02-12,M,India,Corporate,2025-05-26
CUST0298,Customer Name 298,1970-07-14,F,USA,SME,2021-06-17
CUST0299,Customer Name 299,1972-12-02,F,USA,VIP,2021-02-06
CUST0300,Customer Name 300,1980-03-10,F,USA,Youth,2025-05-26
CUST0301,Customer Name 301,1974-10-24,Other,Canada,SME,2015-06-29
CUST0302,Customer Name 302,1963-12-24,F,France,Retail,2017-03-22
CUST0303,Customer Name 303,1999-05-31,M,Singapore,VIP,2023-03-21
CUST0304,Customer Name 304,1996-11-23,F,Singapore,Youth,2023-04-22
CUST0305,Customer Name 305,1964-02-24,M,Canada,Corporate,2016-12-02
CUST0306,Customer Name 306,1981-05-04,M,Canada,Retail,2021-12-30
CUST0307,Customer Name 307,1963-11-21,M,France,Corporate,2022-07-01
CUST0308,Customer Name 308,1963-05-31,Other,France,Retail,2015-10-13
CUST0309,Customer Name 309,1999-10-02,Other,Canada,Youth,2016-01-29
CUST0310,Customer Name 310,1992-06-11,Other,India,Retail,2019-06-14
CUST0311,Customer Name 311,1994-03-21,F,Germany,Youth,2020-05-06
CUST0312,Customer Name 312,1996-02-22,Other,France,SME,2015-03-18
CUST0313,Customer Name 313,1970-09-18,F,Singapore,SME,2023-12-06
CUST0314,Customer Name 314,1963-11-14,M,Germany,Retail,2024-10-23
CUST0315,Customer Name 315,1994-07-23,F,Singapore,VIP,2024-08-11
CUST0316,Customer Name 316,1965-06-14,M,USA,Corporate,2018-10-23
CUST0317,Customer Name 317,1972-08-23,F,France,Retail,2020-10-03
CUST0318,Customer Name 318,1964-08-30,Other,France,Retail,2023-10-31
CUST0319,Customer Name 319,2000-06-28,M,UK,Corporate,2023-11-25
CUST0320,Customer Name 320,1964-08-16,F,India,Retail,2025-07-08
CUST0321,Customer Name 321,2005-12-12,F,Germany,Corporate,2016-08-14
CUST0322,Customer Name 322,1976-01-03,Other,USA,Youth,2022-05-13
CUST0323,Customer Name 323,1987-06-23,Other,Singapore,VIP,2019-03-25
CUST0324,Customer Name 324,1968-02-27,Other,Germany,SME,2023-03-14
CUST0325,Customer Name 325,1998-10-07,F,Australia,SME,2020-11-18
CUST0326,Customer Name 326,1976-10-02,Other,USA,VIP,2025-11-29
CUST0327,Customer Name 327,1999-05-25,F,Singapore,Corporate,2021-07-19
CUST0328,Customer Name 328,2000-06-15,Other,Canada,VIP,2017-07-12
CUST0329,Customer Name 329,1962-09-14,F,India,Corporate,2024-07-01
CUST0330,Customer Name 330,2002-02-23,M,Canada,VIP,2025-06-05
CUST0331,Customer Name 331,1965-07-30,Other,Australia,Retail,2015-12-06
CUST0332,Customer Name 332,1988-07-11,M,USA,Retail,2015-03-14
CUST0333,Customer Name 333,2004-09-25,F,UK,VIP,2025-12-11
CUST0334,Customer Name 334,1999-09-20,M,Australia,Youth,2017-09-02
CUST0335,Customer Name 335,1998-06-18,Other,USA,VIP,2023-08-08
CUST0336,Customer Name 336,1995-07-29,Other,Singapore,SME,2022-12-26
CUST0337,Customer Name 337,1981-07-12,F,France,Retail,2023-06-09
CUST0338,Customer Name 338,1977-09-29,Other,India,VIP,2017-10-24
CUST0339,Customer Name 339,1973-11-24,M,Canada,SME,2016-04-10
CUST0340,Customer Name 340,2005-07-29,Other,India,Retail,2023-05-13
CUST0341,Customer Name 341,1981-05-19,M,Australia,Youth,2020-06-15
CUST0342,Customer Name 342,1976-03-29,Other,India,Youth,2019-02-05
CUST0343,Customer Name 343,1978-01-27,F,Singapore,SME,2020-08-18
CUST0344,Customer Name 344,1986-12-07,Other,USA,VIP,2019-09-25
CUST0345,Customer Name 345,1968-11-26,F,Canada,Retail,2015-11-09
CUST0346,Customer Name 346,2005-09-15,Other,Australia,Youth,2023-08-16
CUST0347,Customer Name 347,2003-12-05,F,France,SME,2018-10-15
CUST0348,Customer Name 348,1980-05-31,M,Singapore,Corporate,2024-05-13
CUST0349,Customer Name 349,1991-02-11,M,India,VIP,2025-12-11
CUST0350,Customer Name 350,1981-07-07,M,France,Corporate,2021-06-10
CUST0351,Customer Name 351,1964-12-08,M,Canada,VIP,2021-11-10
CUST0352,Customer Name 352,1960-08-19,F,Singapore,Retail,2018-12-31
CUST0353,Customer Name 353,1991-03-09,F,France,SME,2016-05-04
CUST0354,Customer Name 354,2002-04-08,M,France,Retail,2022-10-23
CUST0355,Customer Name 355,1998-04-24,M,Germany,Corporate,2022-07-23
CUST0356,Customer Name 356,1966-10-21,M,Singapore,SME,2024-09-30
CUST0357,Customer Name 357,1964-12-25,Other,Australia,Retail,2022-08-16
CUST0358,Customer Name 358,1996-08-01,M,Australia,Retail,2016-06-30
CUST0359,Customer Name 359,1974-07-03,F,Germany,Retail,2023-06-25
CUST0360,Customer Name 360,1994-06-04,F,Germany,Corporate,2022-08-09
CUST0361,Customer Name 361,1978-01-17,F,Australia,Retail,2020-05-17
CUST0362,Customer Name 362,1969-01-05,Other,Germany,Youth,2017-01-07
CUST0363,Customer Name 363,1983-10-01,Other,Germany,VIP,2023-06-18
CUST0364,Customer Name 364,1964-09-05,Other,Australia,Youth,2015-04-21
CUST0365,Customer Name 365,1976-08-15,Other,Singapore,Corporate,2016-09-29
CUST0366,Customer Name 366,1985-02-22,F,France,Corporate,2021-11-11
CUST0367,Customer Name 367,1979-05-24,Other,Singapore,Retail,2022-01-06
CUST0368,Customer Name 368,1970-09-25,Other,France,SME,2015-08-11
CUST0369,Customer Name 369,1989-10-26,Other,Germany,Youth,2024-06-23
